target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q4,logreg,6418,5134,1284,0.761682,0.778902,0.771102,0.786861,0.492059,0.16046,0.846596
q4,rf,6418,5134,1284,0.71028,0.749326,0.69587,0.811679,0.601143,0.20596,0.784085
q4,gb,6418,5134,1284,0.759346,0.777217,0.767806,0.786861,0.493697,0.16181,0.845319
q4,ensemble_avg_prob,6418,5134,1284,0.765576,0.784538,0.769663,0.8,0.500484,0.163181,0.851872
