match_id,date,time_utc,league,home_team,away_team,home_score,away_score,score_diff_home,home_win,graph_points_count,graph_minute_first,graph_minute_last,graph_value_first,graph_value_last,graph_peak_home,graph_peak_away,graph_home_area_total,graph_away_area_total,graph_area_diff_home,graph_mean_abs_pressure,graph_swing_count,graph_volatility,q1_home_area,q2_home_area,q3_home_area,q4_home_area,q1_away_area,q2_away_area,q3_away_area,q4_away_area,pbp_home_scoring_plays,pbp_away_scoring_plays,pbp_home_3pt_made,pbp_away_3pt_made,pbp_scoring_plays_total
14442355,2026-03-20,23:30,NBA,Brooklyn Nets,New York Knicks,92,93,-1,0,48,1,48,0,-1,12,11,151,73,78,4.6667,8,2.479614,39,99,10,3,1,0,23,49,44,53,14,8,97
