target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q3,xgb,17913,14330,3583,0.711973,0.737538,0.719603,0.75639,0.547191,0.185173,0.792148
q3,hist_gb,17913,14330,3583,0.713648,0.738132,0.722639,0.754304,0.549854,0.1865,0.788369
q3,mlp,17913,14330,3583,0.66676,0.698637,0.676773,0.721961,1.07336,0.256909,0.717605
q3,ensemble_avg_prob,17913,14330,3583,0.702484,0.730263,0.709091,0.752739,0.556399,0.189616,0.78402
