target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q4,xgb,17930,14344,3586,0.756553,0.769231,0.757812,0.780998,0.489053,0.16243,0.841963
q4,hist_gb,17930,14344,3586,0.754044,0.767159,0.754805,0.779925,0.489075,0.162421,0.841709
q4,mlp,17930,14344,3586,0.723926,0.72408,0.753043,0.697262,0.809411,0.207963,0.798992
q4,ensemble_avg_prob,17930,14344,3586,0.75739,0.765119,0.76969,0.760601,0.481091,0.160032,0.846635
