target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q3,catboost,4619,3695,924,0.699134,0.733205,0.683363,0.79089,0.591258,0.202083,0.767905
q3,xgb_cat,4619,3695,924,0.6829,0.71908,0.669643,0.776398,0.629179,0.211594,0.755942
q3,ensemble_avg_prob,4619,3695,924,0.695887,0.732126,0.678445,0.795031,0.593917,0.202698,0.767538
