target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q3,xgb,4597,3677,920,0.705435,0.738164,0.700917,0.779592,0.569579,0.193908,0.777152
q3,hist_gb,4597,3677,920,0.698913,0.732883,0.694698,0.77551,0.582902,0.19807,0.772012
q3,mlp,4597,3677,920,0.679348,0.685165,0.718121,0.655102,0.729328,0.227576,0.754015
q3,ensemble_avg_prob,4597,3677,920,0.701087,0.723618,0.712871,0.734694,0.568265,0.19336,0.780024
