target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q4,xgb,4584,3667,917,0.750273,0.782112,0.755515,0.810651,0.508904,0.169693,0.825591
q4,hist_gb,4584,3667,917,0.755725,0.788679,0.755877,0.824458,0.512941,0.169584,0.827464
q4,mlp,4584,3667,917,0.752454,0.779825,0.767176,0.792899,0.543064,0.175324,0.829557
q4,ensemble_avg_prob,4584,3667,917,0.76663,0.795411,0.7718,0.820513,0.488889,0.161892,0.840073
