match_id,datetime,league,gender_bucket,home_prior_wr,away_prior_wr,prior_wr_diff,q1_diff,q2_diff,ht_home,ht_away,ht_diff,gp_count,gp_last,gp_peak_home,gp_peak_away,gp_area_home,gp_area_away,gp_area_diff,gp_mean_abs,gp_swings,pbp_home_plays,pbp_away_plays,pbp_plays_diff,pbp_home_3pt,pbp_away_3pt,pbp_3pt_diff,target_q3_home_win
14445733,2026-03-08T17:00:00,"A1 Liga, Women",women,0.0,0.0,0.0,-6,7,43,42,1,24,-4,4,11,5,110,-105,4.791666666666667,2,26,23,3,5,5,0,0
14456392,2026-03-08T17:00:00,Poland 1st Division Basketball,men_or_open,0.0,1.0,-1.0,-4,6,39,37,2,24,2,4,6,25,36,-11,2.5416666666666665,4,27,23,4,6,6,0,1
14491542,2026-03-08T17:00:00,Liga ACB,men_or_open,0.0,0.0,0.0,-4,-4,34,42,-8,24,0,2,8,4,74,-70,3.25,3,25,22,3,6,6,0,1
14624123,2026-03-08T17:00:00,Meridianbet KLS,men_or_open,0.0,0.0,0.0,1,3,43,39,4,24,3,9,4,67,10,57,3.2083333333333335,8,23,22,1,6,4,2,0
14643708,2026-03-08T17:00:00,"Enovos League, Regular Season",men_or_open,0.0,0.0,0.0,-9,-3,36,48,-12,24,-18,1,18,1,175,-174,7.333333333333333,2,21,27,-6,6,11,-5,0
14698285,2026-03-08T17:00:00,Germany BBL,men_or_open,0.0,0.0,0.0,-5,-8,33,46,-13,24,-11,0,17,0,154,-154,6.416666666666667,0,22,29,-7,4,4,0,0
14698286,2026-03-08T17:00:00,Germany BBL,men_or_open,0.0,0.0,0.0,12,2,47,33,14,24,10,16,3,191,4,187,8.125,1,25,22,3,7,4,3,0
14704197,2026-03-08T17:00:00,"NBL, East",men_or_open,0.0,0.0,0.0,25,0,64,39,25,24,23,26,2,461,0,461,19.208333333333332,0,32,26,6,10,7,3,1
14733875,2026-03-08T17:00:00,Super League,men_or_open,0.0,0.0,0.0,9,10,44,25,19,24,25,25,1,244,2,242,10.25,4,27,16,11,5,2,3,1
14733876,2026-03-08T17:00:00,Super League,men_or_open,0.0,0.0,0.0,9,-4,47,42,5,24,3,12,2,108,6,102,4.75,3,33,24,9,5,9,-4,0
14902152,2026-03-08T17:00:00,I A MCKL,men_or_open,0.0,0.0,0.0,19,-11,50,42,8,24,6,19,1,250,1,249,10.458333333333334,1,32,34,-2,10,2,8,1
15014519,2026-03-08T17:00:00,Liga Košarkaškog saveza Herceg Bosne,men_or_open,0.0,0.0,0.0,6,12,48,30,18,24,20,20,3,210,9,201,9.125,1,38,23,15,5,4,1,0
15485269,2026-03-08T17:00:00,"ABA Liga, Championship Round",men_or_open,0.0,0.0,0.0,4,1,46,41,5,24,3,9,2,105,2,103,4.458333333333333,2,32,31,1,5,7,-2,0
15499852,2026-03-08T17:00:00,Jedinstvena kadetska liga,men_or_open,0.0,0.0,0.0,11,6,46,29,17,24,16,20,0,265,0,265,11.041666666666666,0,24,19,5,7,5,2,0
15549145,2026-03-08T17:00:00,"1. Liga, Qualifying Round",men_or_open,0.0,0.0,0.0,6,19,56,31,25,24,29,29,7,284,26,258,12.916666666666666,1,34,25,9,10,2,8,1
15655441,2026-03-08T17:00:00,"1. Liga, Relegation Round",men_or_open,0.0,0.0,0.0,8,17,59,34,25,24,37,37,0,385,0,385,16.041666666666668,0,33,18,15,11,4,7,1
15665950,2026-03-08T17:00:00,"Poland 2nd Basketball League, Runda Zasadnicza",men_or_open,0.0,0.0,0.0,-4,1,34,37,-3,24,0,3,9,9,65,-56,3.0833333333333335,2,20,19,1,6,7,-1,1
15665954,2026-03-08T17:00:00,"Poland 2nd Basketball League, Runda Zasadnicza",men_or_open,0.0,0.0,0.0,0,5,55,50,5,24,2,5,5,44,11,33,2.2916666666666665,8,27,36,-9,12,2,10,1
15683212,2026-03-08T17:00:00,Regular season,men_or_open,1.0,1.0,0.0,-7,5,30,32,-2,24,-7,2,9,5,89,-84,3.9166666666666665,4,20,20,0,5,5,0,0
14428856,2026-03-08T17:10:00,Betsafe-LKL,men_or_open,0.0,0.0,0.0,-7,-13,36,56,-20,24,-18,1,25,3,303,-300,12.75,2,30,36,-6,3,6,-3,1
14373899,2026-03-08T17:30:00,Primera FEB,men_or_open,0.0,0.0,0.0,2,-15,34,47,-13,24,-10,3,14,11,117,-106,5.333333333333333,2,22,28,-6,8,7,1,1
14374743,2026-03-08T17:30:00,"Segunda FEB, Group West",men_or_open,0.0,0.0,0.0,-1,-14,34,49,-15,24,-16,1,19,1,184,-183,7.708333333333333,2,24,26,-2,3,11,-8,0
15366220,2026-03-08T17:30:00,"Portugal Proliga, Championship Round",men_or_open,0.0,0.0,0.0,6,-7,39,40,-1,24,3,7,1,66,6,60,3.0,4,29,27,2,5,2,3,1
15505108,2026-03-08T17:30:00,"CN1 Basquetebol, 2ª Fase - Grupo Manutenção Sul",men_or_open,1.0,0.0,1.0,4,7,43,32,11,24,2,11,1,116,1,115,4.875,2,25,23,2,5,4,1,0
14270258,2026-03-08T18:00:00,France Pro A,men_or_open,0.0,0.0,0.0,-7,2,44,49,-5,24,-5,0,9,0,126,-126,5.25,0,28,26,2,7,9,-2,1
14635864,2026-03-08T18:00:00,NBA G League,men_or_open,0.0,0.0,0.0,-2,-7,61,70,-9,24,-9,7,10,32,49,-17,3.375,6,30,33,-3,3,5,-2,0
14635866,2026-03-08T18:00:00,NBA G League,men_or_open,0.0,0.0,0.0,-14,0,52,66,-14,24,-14,-1,23,0,276,-276,11.5,0,24,32,-8,3,6,-3,0
14670964,2026-03-08T18:00:00,"Serie B, Group A",men_or_open,0.0,0.0,0.0,-9,-9,30,48,-18,24,-18,-4,21,0,279,-279,11.625,0,16,31,-15,7,4,3,1
14706455,2026-03-08T18:00:00,1st Division,men_or_open,0.0,0.0,0.0,-6,9,58,55,3,24,-5,3,7,19,39,-20,2.4166666666666665,5,33,38,-5,9,7,2,0
15014517,2026-03-08T18:00:00,Liga Košarkaškog saveza Herceg Bosne,men_or_open,0.0,0.0,0.0,-16,12,38,42,-4,24,1,1,16,2,180,-178,7.583333333333333,1,25,24,1,5,6,-1,1
15182148,2026-03-08T18:00:00,"Segunda FEB, Group West",men_or_open,0.0,0.0,0.0,6,7,45,32,13,24,18,18,0,232,0,232,9.666666666666666,0,37,24,13,4,4,0,1
15510471,2026-03-08T18:00:00,"CN1 Basquetebol, 2ª Fase - Grupo Promoção Norte",men_or_open,0.0,0.0,0.0,1,0,35,34,1,24,-7,7,7,38,30,8,2.8333333333333335,7,21,27,-6,2,4,-2,0
15499850,2026-03-08T18:15:00,Jedinstvena kadetska liga,men_or_open,0.0,0.0,0.0,-2,0,34,36,-2,24,2,2,7,2,70,-68,3.0,1,20,23,-3,4,0,4,1
15683974,2026-03-08T18:15:00,Regular season,men_or_open,1.0,1.0,0.0,17,5,42,20,22,24,27,30,3,382,4,378,16.083333333333332,1,25,14,11,8,4,4,1
14224411,2026-03-08T18:30:00,"Taça Hugo dos Santos, Group A",men_or_open,0.0,1.0,-1.0,-6,-8,37,51,-14,24,-17,6,19,19,184,-165,8.458333333333334,1,23,37,-14,8,4,4,0
14224416,2026-03-08T18:30:00,"Taça Hugo dos Santos, Group B",men_or_open,0.0,0.0,0.0,3,-3,46,46,0,24,-2,10,2,80,2,78,3.4166666666666665,1,27,30,-3,8,5,3,0
14706450,2026-03-08T18:30:00,1st Division,men_or_open,0.0,0.0,0.0,-7,3,36,40,-4,24,-9,0,9,0,94,-94,3.9166666666666665,0,20,22,-2,3,5,-2,0
14731169,2026-03-08T18:30:00,Princ Caffe Superliga,men_or_open,0.0,0.0,0.0,1,9,41,31,10,24,15,17,5,131,15,116,6.083333333333333,3,27,18,9,8,4,4,1
15510734,2026-03-08T18:30:00,"CN1 Basquetebol, 2ª Fase - Grupo Manutenção Norte",men_or_open,0.0,0.0,0.0,10,0,36,26,10,24,11,14,0,233,0,233,9.708333333333334,0,21,20,1,8,1,7,0
15605018,2026-03-08T18:30:00,"Rwanda Basketball League, Regular Season",men_or_open,0.0,0.0,0.0,-3,0,41,44,-3,24,-2,3,8,7,65,-58,3.0,2,21,26,-5,13,5,8,1
15683011,2026-03-08T18:30:00,Regular season,men_or_open,1.0,1.0,0.0,20,15,57,22,35,24,39,41,3,548,0,548,22.833333333333332,0,30,14,16,10,5,5,1
15683231,2026-03-08T18:30:00,Regular season,men_or_open,0.0,0.0,0.0,4,0,28,24,4,24,6,7,5,63,15,48,3.25,2,16,15,1,7,5,2,1
15510735,2026-03-08T18:45:00,"CN1 Basquetebol, 2ª Fase - Grupo Promoção Norte",men_or_open,0.0,0.0,0.0,-13,-16,21,50,-29,24,-35,-4,35,0,373,-373,15.541666666666666,0,15,30,-15,2,7,-5,0
14635867,2026-03-08T19:00:00,NBA G League,men_or_open,0.0,0.0,0.0,16,6,63,41,22,24,22,24,1,302,0,302,12.583333333333334,0,29,19,10,6,3,3,1
14731168,2026-03-08T19:00:00,Princ Caffe Superliga,men_or_open,0.0,0.0,0.0,-5,15,40,30,10,24,4,13,5,96,16,80,4.666666666666667,4,29,26,3,6,6,0,0
15478466,2026-03-08T19:00:00,"LBF, Women",women,0.0,0.0,0.0,-8,-10,25,43,-18,24,-17,4,21,6,264,-258,11.25,2,17,24,-7,1,5,-4,1
15485271,2026-03-08T19:00:00,"ABA Liga, Championship Round",men_or_open,0.0,0.0,0.0,-9,-19,27,55,-28,24,-35,-1,35,0,365,-365,15.208333333333334,0,15,29,-14,3,13,-10,0
15510738,2026-03-08T19:00:00,"LMBPF Temporada, Regular",men_or_open,0.0,1.0,-1.0,-8,-8,32,48,-16,24,-16,-2,17,0,219,-219,9.125,0,23,25,-2,2,7,-5,0
15625798,2026-03-08T19:00:00,"NBL-United States Commissioners Cup, 2k26 Commissioners Cup",men_or_open,0.0,0.0,0.0,4,6,50,40,10,24,19,19,3,143,7,136,6.25,1,37,21,16,5,6,-1,1
15684517,2026-03-08T19:00:00,Regular season,men_or_open,1.0,1.0,0.0,-15,-2,28,45,-17,24,-19,-4,19,0,326,-326,13.583333333333334,0,18,27,-9,3,3,0,1
14439290,2026-03-08T19:30:00,NBA,men_or_open,0.0,0.0,0.0,8,-3,54,49,5,24,5,13,1,157,0,157,6.541666666666667,0,32,28,4,6,3,3,1
14635868,2026-03-08T20:00:00,NBA G League,men_or_open,1.0,0.0,1.0,-1,7,67,61,6,24,6,6,10,24,62,-38,3.5833333333333335,3,30,27,3,10,7,3,1
14635869,2026-03-08T20:00:00,NBA G League,men_or_open,0.0,0.0,0.0,5,-3,65,63,2,24,2,5,5,31,27,4,2.4166666666666665,3,28,30,-2,8,5,3,0
15683337,2026-03-08T20:00:00,Regular season,men_or_open,0.0,0.0,0.0,-4,0,27,31,-4,24,0,1,9,1,84,-83,3.5416666666666665,2,14,18,-4,6,0,6,1
15625799,2026-03-08T21:00:00,"NBL-United States Commissioners Cup, 2k26 Commissioners Cup",men_or_open,1.0,1.0,0.0,15,17,69,37,32,24,43,44,5,486,0,486,20.25,0,50,25,25,8,1,7,1
15684365,2026-03-08T21:00:00,Regular season,men_or_open,1.0,1.0,0.0,-2,-1,23,26,-3,24,-4,4,7,8,63,-55,2.9583333333333335,2,12,16,-4,5,4,1,0
15684677,2026-03-08T21:00:00,Regular season,men_or_open,1.0,1.0,0.0,11,0,36,25,11,24,16,17,3,275,0,275,11.458333333333334,0,24,16,8,3,2,1,1
14439323,2026-03-08T22:00:00,NBA,men_or_open,0.0,0.0,0.0,18,1,67,48,19,24,19,25,0,316,0,316,13.166666666666666,0,39,24,15,4,5,-1,1
14635870,2026-03-08T22:00:00,NBA G League,men_or_open,0.0,0.0,0.0,-2,-8,62,72,-10,24,-10,2,10,2,123,-121,5.208333333333333,2,27,31,-4,10,11,-1,0
15546551,2026-03-08T22:10:00,"Champions League Americas, Knockout stage",men_or_open,0.0,0.0,0.0,-10,-4,39,53,-14,24,-10,1,15,2,198,-196,8.333333333333334,3,25,27,-2,5,10,-5,1
14439279,2026-03-08T23:00:00,NBA,men_or_open,0.0,0.0,0.0,-3,5,67,65,2,24,2,5,8,27,50,-23,3.2083333333333335,2,46,32,14,2,10,-8,1
15113682,2026-03-08T23:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,-10,23,57,44,13,24,11,15,11,101,78,23,7.458333333333333,2,33,28,5,6,3,3,0
15113681,2026-03-08T23:30:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,-5,-5,38,48,-10,24,-9,3,13,7,136,-129,5.958333333333333,3,22,27,-5,7,8,-1,1
15265206,2026-03-08T23:30:00,Argentina Liga Nacional,men_or_open,0.0,0.0,0.0,3,-18,34,49,-15,24,-17,5,17,11,167,-156,7.416666666666667,3,29,34,-5,4,7,-3,1
14441938,2026-03-09T00:00:00,NBA,men_or_open,0.0,0.0,0.0,-1,13,69,57,12,24,12,12,1,134,2,132,5.666666666666667,4,33,32,1,9,4,5,1
14442087,2026-03-09T00:00:00,NBA,men_or_open,0.0,0.0,0.0,-10,-2,55,67,-12,24,-12,-4,16,0,223,-223,9.291666666666666,0,25,35,-10,8,8,0,0
14635872,2026-03-09T00:00:00,NBA G League,men_or_open,0.0,0.0,0.0,1,-16,52,67,-15,24,-15,6,15,42,59,-17,4.208333333333333,1,23,28,-5,6,12,-6,0
15113671,2026-03-09T00:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,2,-4,35,37,-2,24,-9,9,9,38,41,-3,3.2916666666666665,2,19,22,-3,3,4,-1,0
15113680,2026-03-09T00:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,15,7,49,27,22,24,17,22,5,320,6,314,13.583333333333334,1,27,20,7,3,3,0,0
15113684,2026-03-09T00:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,0,7,46,39,7,24,1,11,8,94,26,68,5.0,2,24,25,-1,8,7,1,0
15265203,2026-03-09T00:00:00,Argentina Liga Nacional,men_or_open,0.0,0.0,0.0,1,-3,35,37,-2,24,3,5,5,22,25,-3,1.9583333333333333,4,30,21,9,1,3,-2,1
14441985,2026-03-09T01:00:00,NBA,men_or_open,0.0,0.0,0.0,0,17,69,52,17,24,17,17,2,79,9,70,3.6666666666666665,5,36,26,10,8,5,3,1
14442508,2026-03-09T01:00:00,NBA,men_or_open,0.0,0.0,0.0,5,9,65,51,14,24,14,15,4,139,11,128,6.25,4,34,28,6,6,8,-2,1
14439285,2026-03-09T02:00:00,NBA,men_or_open,0.0,0.0,0.0,-2,4,60,58,2,24,2,2,8,8,50,-42,2.4166666666666665,2,32,28,4,9,9,0,1
14194572,2026-03-09T10:00:00,Korean Basketball League,men_or_open,0.0,0.0,0.0,10,10,45,25,20,24,12,23,1,299,0,299,12.458333333333334,0,25,19,6,9,7,2,0
14715571,2026-03-09T10:00:00,Super League,men_or_open,0.0,0.0,0.0,-6,5,33,34,-1,24,2,5,7,11,46,-35,2.375,7,21,17,4,6,5,1,0
14620751,2026-03-09T10:05:00,B1 League,men_or_open,1.0,0.0,1.0,-18,-7,36,61,-25,24,-20,-2,25,0,389,-389,16.208333333333332,0,22,30,-8,8,12,-4,0
15652126,2026-03-09T10:10:00,"The League, Плэйофф 1-р шат",men_or_open,0.0,0.0,0.0,-1,2,37,36,1,24,0,4,5,25,17,8,1.75,5,25,20,5,4,6,-2,1
14715570,2026-03-09T12:00:00,Super League,men_or_open,0.0,0.0,0.0,-8,-5,35,48,-13,24,-21,2,21,3,216,-213,9.125,1,22,33,-11,5,4,1,0
15652127,2026-03-09T12:40:00,"The League, Плэйофф 1-р шат",men_or_open,0.0,0.0,0.0,-9,-2,28,39,-11,24,-11,0,18,0,239,-239,9.958333333333334,0,18,21,-3,4,5,-1,0
14715567,2026-03-09T13:00:00,Super League,men_or_open,0.0,0.0,0.0,20,-5,49,34,15,24,14,24,2,392,0,392,16.333333333333332,0,28,24,4,8,1,7,1
15522302,2026-03-09T14:00:00,"Erkekler Bölgesel Basketbol Ligi, A Grubu",men_or_open,0.0,0.0,0.0,0,0,30,30,0,24,1,3,5,8,28,-20,1.5,5,19,18,1,2,4,-2,1
14624115,2026-03-09T15:00:00,Meridianbet KLS,men_or_open,0.0,0.0,0.0,4,-3,58,57,1,24,8,8,2,83,2,81,3.5416666666666665,2,42,38,4,8,4,4,0
14715568,2026-03-09T15:00:00,Super League,men_or_open,0.0,0.0,0.0,0,0,41,41,0,24,-6,1,7,3,57,-54,2.5,4,25,29,-4,4,4,0,0
15401438,2026-03-09T15:00:00,"Nostra.lt-RKL Division B, Reguliarusis sezonas",men_or_open,0.0,0.0,0.0,0,-3,38,41,-3,24,4,5,4,17,35,-18,2.1666666666666665,3,27,24,3,5,6,-1,1
14715566,2026-03-09T16:00:00,Super League,men_or_open,0.0,0.0,0.0,-4,2,37,39,-2,24,3,3,9,5,104,-99,4.541666666666667,3,36,29,7,5,4,1,1
14775111,2026-03-09T16:00:00,Liga Nationala,men_or_open,0.0,0.0,0.0,-3,4,47,46,1,24,3,5,7,18,49,-31,2.7916666666666665,3,31,26,5,2,8,-6,1
15364486,2026-03-09T16:00:00,"Nostra.lt-RKL Division B, Reguliarusis sezonas",men_or_open,0.0,1.0,-1.0,-12,9,38,41,-3,24,-8,2,14,5,119,-114,5.166666666666667,2,23,31,-8,6,1,5,1
14635873,2026-03-09T16:30:00,NBA G League,men_or_open,0.0,1.0,-1.0,-6,8,59,57,2,24,2,3,13,9,77,-68,3.5833333333333335,4,26,25,1,7,7,0,1
15327817,2026-03-09T16:30:00,"Nostra.lt-RKL Division B, Reguliarusis sezonas",men_or_open,0.0,0.0,0.0,-25,-21,20,66,-46,24,-53,-2,53,0,683,-683,28.458333333333332,0,10,41,-31,2,9,-7,0
15580921,2026-03-09T16:30:00,1. A SKL,men_or_open,0.0,0.0,0.0,11,2,45,32,13,24,16,16,3,162,4,158,6.916666666666667,2,33,22,11,6,3,3,1
14445586,2026-03-09T17:00:00,Croatian Premier League,men_or_open,0.0,0.0,0.0,-1,5,51,47,4,24,-3,5,4,26,21,5,1.9583333333333333,6,31,32,-1,6,7,-1,0
14500883,2026-03-09T17:00:00,Turkish Basketball Super League,men_or_open,0.0,0.0,0.0,-6,-3,32,41,-9,24,-2,4,11,8,94,-86,4.25,1,28,23,5,2,5,-3,1
15665826,2026-03-09T17:00:00,Bulgaria NBL,men_or_open,0.0,0.0,0.0,-6,-7,40,53,-13,24,-9,0,13,0,189,-189,7.875,0,27,32,-5,5,7,-2,1
15592117,2026-03-09T17:30:00,"Basketligaen, Championship round",men_or_open,0.0,0.0,0.0,2,8,43,33,10,24,-1,10,5,100,8,92,4.5,4,27,25,2,2,2,0,0
14445583,2026-03-09T18:00:00,Croatian Premier League,men_or_open,0.0,0.0,0.0,-6,0,37,43,-6,24,-8,1,11,1,108,-107,4.541666666666667,2,22,26,-4,4,7,-3,0
14966393,2026-03-09T18:00:00,I B MCKL,men_or_open,0.0,0.0,0.0,7,5,44,32,12,24,8,15,2,173,0,173,7.208333333333333,0,22,20,2,7,7,0,0
14041868,2026-03-09T18:04:00,Swedish Basketball League,men_or_open,0.0,0.0,0.0,-10,12,49,47,2,24,1,4,12,10,102,-92,4.666666666666667,1,33,31,2,5,7,-2,0
14821245,2026-03-09T18:30:00,Princ Caffe Superliga,men_or_open,0.0,0.0,0.0,8,2,51,41,10,24,7,13,1,169,1,168,7.083333333333333,1,27,27,0,10,5,5,0
15645741,2026-03-09T18:30:00,Meridianbet KLS,men_or_open,0.0,0.0,0.0,-12,12,47,47,0,24,0,3,15,3,136,-133,5.791666666666667,1,35,27,8,5,6,-1,1
14343977,2026-03-09T19:00:00,Lega A Basket,men_or_open,0.0,0.0,0.0,13,-7,47,41,6,24,4,13,6,119,19,100,5.75,1,27,22,5,6,6,0,0
14698290,2026-03-09T19:00:00,Germany BBL,men_or_open,0.0,0.0,0.0,-9,0,36,45,-9,24,-2,-1,9,0,119,-119,4.958333333333333,0,29,22,7,1,3,-2,0
15646737,2026-03-09T19:00:00,1. A SKL,men_or_open,0.0,0.0,0.0,7,7,48,34,14,24,4,16,2,174,2,172,7.333333333333333,2,27,29,-2,4,1,3,0
15516779,2026-03-09T19:15:00,1st Division Men,men_or_open,0.0,0.0,0.0,-21,2,34,53,-19,24,-19,-3,25,0,418,-418,17.416666666666668,0,23,31,-8,7,9,-2,0
14341070,2026-03-09T19:30:00,"Serie B, Group A",men_or_open,0.0,0.0,0.0,-11,-3,25,39,-14,24,-16,-2,16,0,264,-264,11.0,0,23,27,-4,3,4,-1,1
14341408,2026-03-09T20:00:00,"Serie B, Group B",men_or_open,0.0,0.0,0.0,3,-2,32,31,1,24,1,4,6,24,16,8,1.6666666666666667,5,23,18,5,3,4,-1,1
15689507,2026-03-09T22:00:00,Regular season,men_or_open,0.0,1.0,-1.0,-1,-5,19,25,-6,24,-4,1,8,2,88,-86,3.75,2,13,15,-2,3,3,0,0
15202949,2026-03-09T22:30:00,Brazil NBB,men_or_open,0.0,0.0,0.0,12,-1,41,30,11,24,15,16,2,250,0,250,10.416666666666666,0,26,19,7,5,4,1,1
15202954,2026-03-09T22:30:00,Brazil NBB,men_or_open,0.0,0.0,0.0,-4,5,35,34,1,24,-4,5,8,19,71,-52,3.75,3,23,20,3,5,6,-1,0
14442486,2026-03-09T23:00:00,NBA,men_or_open,0.0,0.0,0.0,6,6,56,44,12,24,12,17,5,156,25,131,7.541666666666667,1,32,23,9,8,4,4,1
15608607,2026-03-09T23:00:00,"Liga Ouro, Classificação",men_or_open,0.0,0.0,0.0,1,2,41,38,3,24,6,10,3,107,8,99,4.791666666666667,2,22,25,-3,3,4,-1,1
15689519,2026-03-09T23:00:00,Regular season,men_or_open,1.0,1.0,0.0,12,14,49,23,26,24,29,30,0,397,0,397,16.541666666666668,0,31,15,16,5,6,-1,1
15546553,2026-03-09T23:10:00,"Champions League Americas, Knockout stage",men_or_open,0.0,0.0,0.0,-1,-13,32,46,-14,24,-14,0,15,0,129,-129,5.375,0,24,29,-5,4,6,-2,1
15617345,2026-03-09T23:15:00,"Uruguay LUB, Championship Round",men_or_open,0.0,0.0,0.0,-17,5,38,50,-12,24,-6,-1,18,0,276,-276,11.5,0,25,31,-6,7,5,2,1
14442316,2026-03-09T23:30:00,NBA,men_or_open,0.0,0.0,0.0,-3,9,66,60,6,24,6,12,13,56,81,-25,5.708333333333333,3,32,33,-1,9,7,2,0
14442507,2026-03-09T23:30:00,NBA,men_or_open,0.0,0.0,0.0,2,6,65,57,8,24,8,13,10,104,45,59,6.208333333333333,2,34,28,6,7,9,-2,0
14635874,2026-03-09T23:30:00,NBA G League,men_or_open,0.0,0.0,0.0,1,2,52,49,3,24,3,4,4,14,31,-17,1.875,11,22,23,-1,8,5,3,1
15113686,2026-03-10T00:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,1.0,-1.0,5,-7,45,47,-2,24,6,9,2,77,5,72,3.4166666666666665,2,28,22,6,5,6,-1,1
15113687,2026-03-10T00:00:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,4,5,38,29,9,24,19,19,1,162,1,161,6.791666666666667,1,29,15,14,5,5,0,1
15697504,2026-03-10T00:00:00,"Liga de Baloncesto Puertorriquena , Final Nacional",men_or_open,0.0,0.0,0.0,-6,5,40,41,-1,24,-3,-1,10,0,111,-111,4.625,0,25,27,-2,5,5,0,0
15617355,2026-03-10T00:15:00,"Uruguay LUB, Championship Round",men_or_open,0.0,0.0,0.0,2,11,52,39,13,24,3,13,5,93,12,81,4.375,3,26,30,-4,6,3,3,0
15113685,2026-03-10T00:30:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,-9,-4,43,56,-13,24,-14,-7,19,0,300,-300,12.5,0,21,26,-5,4,5,-1,0
15113688,2026-03-10T00:30:00,"Liga Argentina, Group Stage",men_or_open,0.0,0.0,0.0,4,6,40,30,10,24,15,17,2,212,0,212,8.833333333333334,0,26,20,6,3,0,3,1
15265207,2026-03-10T00:30:00,Argentina Liga Nacional,men_or_open,0.0,1.0,-1.0,-5,1,31,35,-4,24,-4,0,9,0,110,-110,4.583333333333333,0,20,22,-2,5,7,-2,0
14442498,2026-03-10T01:00:00,NBA,men_or_open,0.0,0.0,0.0,2,2,59,55,4,24,4,6,3,52,3,49,2.2916666666666665,1,29,25,4,6,10,-4,1
14442236,2026-03-10T02:00:00,NBA,men_or_open,0.0,0.0,0.0,4,5,64,55,9,24,9,9,1,127,1,126,5.333333333333333,2,32,27,5,9,6,3,0
14194573,2026-03-10T10:00:00,Korean Basketball League,men_or_open,0.0,0.0,0.0,2,9,50,39,11,24,11,16,5,135,26,109,6.708333333333333,1,30,26,4,6,6,0,0
15652128,2026-03-10T10:10:00,"The League, Плэйофф 1-р шат",men_or_open,0.0,0.0,0.0,-6,-5,39,50,-11,24,-3,4,11,11,87,-76,4.083333333333333,2,26,27,-1,6,5,1,1
15644115,2026-03-10T11:00:00,A1,men_or_open,0.0,0.0,0.0,20,9,53,24,29,24,24,33,2,504,0,504,21.0,0,28,20,8,6,4,2,0
15644116,2026-03-10T12:40:00,A1,men_or_open,0.0,0.0,0.0,8,6,52,38,14,24,13,14,3,188,8,180,8.166666666666666,1,32,25,7,7,2,5,0
15652129,2026-03-10T12:40:00,"The League, Плэйофф 1-р шат",men_or_open,0.0,0.0,0.0,7,-3,42,38,4,24,7,12,1,141,0,141,5.875,0,26,24,2,8,7,1,1
14635879,2026-03-10T15:00:00,NBA G League,men_or_open,1.0,0.0,1.0,8,12,79,59,20,24,20,20,2,226,5,221,9.625,1,35,26,9,11,9,2,0
15305902,2026-03-10T15:00:00,Superleague,men_or_open,0.0,0.0,0.0,-9,8,38,39,-1,24,7,7,12,18,102,-84,5.0,3,25,24,1,5,4,1,1
14441719,2026-03-10T16:00:00,United League,men_or_open,0.0,0.0,0.0,-6,-10,27,43,-16,24,-13,2,20,3,233,-230,9.833333333333334,1,20,26,-6,2,3,-1,0
15490921,2026-03-10T16:00:00,Liga Nationala,men_or_open,0.0,0.0,0.0,6,2,55,47,8,24,10,12,1,131,1,130,5.5,2,31,32,-1,8,5,3,1
14441717,2026-03-10T16:30:00,United League,men_or_open,0.0,0.0,0.0,2,4,36,30,6,24,3,8,1,94,1,93,3.9583333333333335,2,21,20,1,4,4,0,0
14563271,2026-03-10T16:30:00,Estonian-Latvian Basketball League,men_or_open,0.0,1.0,-1.0,3,-10,47,54,-7,24,-11,5,11,39,60,-21,4.125,3,24,38,-14,8,5,3,0
15341454,2026-03-10T16:30:00,"Champions League, Group I",men_or_open,0.0,0.0,0.0,-8,4,33,37,-4,24,-10,2,11,6,124,-118,5.416666666666667,2,19,24,-5,3,7,-4,0
15441243,2026-03-10T16:30:00,"Korisliiga, Championship round",men_or_open,0.0,1.0,-1.0,1,-9,44,52,-8,24,-10,8,10,31,62,-31,3.875,2,23,33,-10,8,4,4,0
15441253,2026-03-10T16:30:00,"Korisliiga, Championship round",men_or_open,0.0,0.0,0.0,-2,-3,41,46,-5,24,-7,1,7,1,72,-71,3.0416666666666665,2,26,29,-3,5,7,-2,0
15441272,2026-03-10T16:30:00,"Korisliiga, Qualifying round",men_or_open,0.0,0.0,0.0,11,6,65,48,17,24,14,18,2,265,0,265,11.041666666666666,0,41,27,14,8,8,0,0
15441277,2026-03-10T16:30:00,"Korisliiga, Qualifying round",men_or_open,0.0,0.0,0.0,15,6,59,38,21,24,23,23,5,372,0,372,15.5,0,36,24,12,9,5,4,1
15441278,2026-03-10T16:30:00,"Korisliiga, Qualifying round",men_or_open,0.0,0.0,0.0,9,-2,47,40,7,24,2,11,4,99,10,89,4.541666666666667,3,28,27,1,3,3,0,1
