target,model,samples_total,samples_train,samples_test,accuracy,f1,precision,recall,log_loss,brier,roc_auc
q4,logreg,6393,5114,1279,0.765442,0.778761,0.78806,0.769679,0.53096,0.164666,0.836953
q4,gb,6393,5114,1279,0.756059,0.779972,0.755464,0.806122,0.498605,0.165338,0.833915
q4,ensemble_avg_prob,6393,5114,1279,0.749805,0.768452,0.762931,0.774052,0.478551,0.158737,0.847049
q4,ensemble_weighted,6393,5114,1279,0.749805,0.768452,0.762931,0.774052,0.478551,0.158737,0.847049
