match_id,league,qmin,y_true,m27_pred,m27_correct,m27_prob,m30_pred,m30_correct,m30_prob,pbp_q1,pbp_q2,pbp_q3,pbp_total,gp_upto,score_total,score_diff_mag,pbp_density,pts_per_pbp,last5_gp,lead_changes,home_prior_wr,away_prior_wr,prior_wr_diff_mag,_bin
14531099,Switzerland LNA,10,1,0,0,0.4829,0,0,0.4099,26,16,25,75,27,88,18,2.78,1.17,6,0,0.5,0.5,0.0,1
14602700,Portugal LBP,10,0,0,1,0.4344,0,1,0.4881,23,28,29,109,27,101,1,4.04,0.93,6,0,0.5,0.5,0.0,2
14902189,I A MCKL,10,0,1,0,0.5282,1,0,0.5457,32,30,31,116,27,133,3,4.3,1.15,6,0,0.5,0.5,0.0,2
15299699,"Top Division Women, Regular Season",10,0,0,1,0.3524,0,1,0.3322,25,25,13,69,27,98,34,2.56,1.42,6,0,0.5,0.5,0.0,1
15403296,"NBL, Qualifying Round",10,1,0,0,0.461,0,0,0.4486,28,24,21,81,27,124,10,3.0,1.53,6,0,0.5,0.5,0.0,2
15403298,"NBL, Qualifying Round",10,0,1,0,0.7002,1,0,0.6156,28,23,31,97,27,119,1,3.59,1.23,6,0,0.5,0.5,0.0,2
15485280,"ABA Liga, Championship Round",10,0,0,1,0.4732,1,0,0.5534,26,26,32,94,27,116,12,3.48,1.23,6,0,0.5,0.5,0.0,2
15485313,"ABA Liga, Relegation Round",10,1,1,1,0.6413,1,1,0.5045,30,18,23,79,27,100,4,2.93,1.27,6,0,0.5,0.5,0.0,1
15665855,Bulgaria NBL,10,1,1,1,0.7115,1,1,0.5571,29,27,23,97,27,114,2,3.59,1.18,6,0,0.5,0.5,0.0,2
15745224,"Slovenian Second Basketball League, Četrtfinale",10,0,0,1,0.3896,0,1,0.4723,23,24,22,76,27,106,10,2.81,1.39,6,0,0.5,0.5,0.0,2
15790568,"Zain Basketball League, Playoffs",10,0,1,0,0.6106,0,1,0.499,26,22,19,74,27,105,3,2.74,1.42,6,0,0.5,0.5,0.0,2
15848291,"Cyprus Basketball Division A, Championship Round",10,1,1,1,0.5543,1,1,0.5475,24,24,31,87,27,104,14,3.22,1.2,6,0,0.5,0.5,0.0,2
15878782,"Extraliga, Women, Playoffs",10,1,1,1,0.7482,1,1,0.6385,25,23,22,80,27,100,18,2.96,1.25,6,0,0.5,0.5,0.0,1
15878783,"Extraliga, Women, Playoffs",10,0,1,0,0.6405,1,0,0.7171,19,22,20,73,27,94,4,2.7,1.29,6,0,0.5,0.5,0.0,1
15885915,"Iceland Women's Basketball Premier League, Playoffs",10,1,1,1,0.5786,1,1,0.6075,20,25,19,78,27,104,4,2.89,1.33,6,0,0.5,0.5,0.0,2
15907038,"Zweite Liga, Playoffs",10,0,0,1,0.4469,1,0,0.5768,26,16,23,76,27,94,0,2.81,1.24,6,0,0.5,0.5,0.0,1
15908684,"1st DBBL, Playoffs",10,0,1,0,0.6527,0,1,0.4564,28,31,24,92,27,112,6,3.41,1.22,6,0,0.5,0.5,0.0,2
15927485,"FSHB Superliga, K.K.M 2025-26",10,1,1,1,0.7008,1,1,0.5758,33,32,40,119,27,152,32,4.41,1.28,6,0,0.5,0.5,0.0,3
15927489,"FSHB Superliga, K.K.M 2025-26",10,1,1,1,0.706,1,1,0.6225,19,24,24,76,27,94,12,2.81,1.24,6,0,0.5,0.5,0.0,1
14428868,Betsafe-LKL,10,0,1,0,0.7549,1,0,0.5983,31,28,34,105,27,125,15,3.89,1.19,6,0,0.5,0.5,0.0,2
14343927,Lega A Basket,10,1,1,1,0.8244,1,1,0.6012,32,25,29,98,27,116,6,3.63,1.18,6,0,0.5,0.5,0.0,2
15881949,"LF Challenge, Regular Season",10,0,0,1,0.1421,0,1,0.2895,24,26,19,75,27,110,34,2.78,1.47,6,0,0.5,0.5,0.0,2
14220534,Liga Femenina,10,1,1,1,0.6255,0,0,0.4133,15,22,21,61,27,85,9,2.26,1.39,6,0,0.5,0.5,0.0,1
14270295,France Pro A,10,1,1,1,0.5489,1,1,0.5375,25,31,28,99,27,121,3,3.67,1.22,6,0,0.5,0.5,0.0,2
14374788,"Segunda FEB, Group East",10,1,1,1,0.8024,1,1,0.6419,28,19,25,83,27,140,10,3.07,1.69,6,0,0.5,0.5,0.0,2
14374796,"Segunda FEB, Group West",10,1,0,0,0.3276,0,0,0.4556,23,21,25,94,27,101,1,3.48,1.07,6,0,0.5,0.5,0.0,2
14624152,Meridianbet KLS,10,0,0,1,0.319,0,1,0.4088,39,28,20,95,27,163,13,3.52,1.72,6,0,0.5,0.5,0.0,3
14624156,Meridianbet KLS,10,0,1,0,0.5316,1,0,0.5748,27,28,32,103,27,117,3,3.81,1.14,6,0,0.5,0.5,0.0,2
14643765,"Enovos League, Regular Season",10,0,0,1,0.4389,1,0,0.5351,29,41,26,111,27,129,9,4.11,1.16,6,0,0.5,0.5,0.0,2
14698331,Germany BBL,10,0,1,0,0.6964,1,0,0.5934,25,25,25,87,27,113,9,3.22,1.3,6,0,0.5,0.5,0.0,2
15865995,"Portugal LFB Women, Playoffs",10,1,1,1,0.5399,0,0,0.3811,26,22,25,80,27,96,0,2.96,1.2,6,0,0.5,0.5,0.0,1
14195112,"SLB, Women",10,1,0,0,0.326,0,0,0.3451,25,28,26,87,27,113,37,3.22,1.3,6,0,0.5,0.5,0.0,2
14220529,Liga Femenina,10,0,0,1,0.3639,0,1,0.4404,23,22,23,74,27,96,10,2.74,1.3,6,0,0.5,0.5,0.0,1
14220533,Liga Femenina,10,1,1,1,0.6813,1,1,0.552,15,22,24,68,27,82,8,2.52,1.21,6,0,0.5,0.5,0.0,1
14220535,Liga Femenina,10,0,0,1,0.4668,0,1,0.4219,22,24,23,79,27,99,7,2.93,1.25,6,0,0.5,0.5,0.0,1
14343988,Lega A Basket,10,1,0,0,0.4385,1,1,0.5139,28,33,25,95,27,131,3,3.52,1.38,6,0,0.5,0.5,0.0,2
14373937,Primera FEB,10,1,0,0,0.2284,1,1,0.5521,19,26,36,95,27,98,6,3.52,1.03,6,0,0.5,0.5,0.0,1
14374789,"Segunda FEB, Group East",10,0,0,1,0.4987,0,1,0.4968,26,14,16,64,27,86,12,2.37,1.34,6,0,0.5,0.5,0.0,1
14374792,"Segunda FEB, Group West",10,0,1,0,0.5748,1,0,0.5969,19,16,27,70,27,82,6,2.59,1.17,6,0,0.5,0.5,0.0,1
14491594,Liga ACB,10,1,1,1,0.7402,1,1,0.6329,26,29,30,94,27,110,14,3.48,1.17,6,0,0.5,0.5,0.0,2
14538003,SLB,10,1,1,1,0.5257,0,0,0.4619,33,28,28,98,27,121,3,3.63,1.23,6,0,0.5,0.5,0.0,2
14643766,"Enovos League, Regular Season",10,0,0,1,0.4163,0,1,0.4594,22,34,31,98,27,119,1,3.63,1.21,6,0,0.5,0.5,0.0,2
14706480,1st Division,10,0,0,1,0.4265,0,1,0.4219,19,19,24,67,27,94,20,2.48,1.4,6,0,0.5,0.5,0.0,1
14731188,Princ Caffe Superliga,10,0,1,0,0.6356,1,0,0.6504,29,33,28,98,27,116,4,3.63,1.18,6,0,0.5,0.5,0.0,2
